OTU,G45057,G45068,G45071,G45075,G45092,G45099,G45108,G45117,G45123,G45226,G45227,G45250,Kingdom,Phylum,Class,Order,Family,Genus,Species
2358479,6,6,23,11,5,14,6,0,1,12,8,7,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Tenacibaculum, sp. DSM 106434
104268,6,6,1,9,3,6,1,51,12,16,8,3,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Tenacibaculum, mesophilum
1850252,3,10,13,31,12,14,3,1,7,16,12,15,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Tenacibaculum, todarodis
1790137,22,18,17,53,4,8,36,2,16,17,10,44,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Wenyingzhuangia, fucanilytica
979,13,11,18,9,7,6,21,3,5,18,19,10,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Cellulophaga, lytica
59600,5,10,16,38,14,8,15,0,40,23,38,33,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Cellulophaga, algicola
76594,3,6,7,27,0,11,15,4,8,21,14,22,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Cellulophaga, baltica
2282170,16,14,12,38,11,16,17,22,11,11,15,17,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Kordia, sp. SMS9
1218801,1,20,6,26,12,3,11,12,25,7,11,11,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Kordia, antarctica
1336796,15,15,18,16,46,10,19,3,34,144,42,48,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Gillisia, sp. Hel1_33_143
2173169,8,6,4,17,3,9,10,1,2,10,13,16,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Dokdonia, sp. Dokd-P16
983548,5,2,6,35,1,7,25,2,10,2,2,1,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Dokdonia, sp. 4H-3-7-5
2719912,12,12,14,84,9,8,31,17,30,84,22,25,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Leeuwenhoekiella, sp. ZYFB001
2058135,10,10,9,16,8,18,13,5,17,22,17,10,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Olleya, sp. Bg11-27
639310,1,13,14,0,0,3,3,2,20,22,6,7,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Olleya, aquimaris
2058175,6,19,11,48,9,12,14,19,9,32,36,7,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Antarcticibacterium, flavum
2585771,4,14,3,21,4,3,11,2,3,73,14,8,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Antarcticibacterium, sp. PAMC 28998
143223,6,9,22,58,1,9,18,5,13,12,12,12,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Salegentibacter, salegens
1729720,4,11,13,95,6,15,47,36,1,13,17,12,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Salegentibacter, sp. T436
1383885,10,4,10,12,28,10,5,16,23,24,35,6,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flagellimonas, maritima
2529032,9,24,10,45,5,18,20,7,4,101,23,19,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Oceanihabitans, sp. IOP_32
2494375,7,19,8,25,6,11,22,5,7,22,13,13,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Aequorivita, sp. H23M31
101385,1,18,13,11,11,15,28,1,12,13,4,24,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Aequorivita, sublithincola
754429,7,29,11,33,3,1,18,2,20,12,17,12,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Gilvibacter, sp. SZ-19
2708110,7,9,0,0,0,0,38,0,0,93,3,0,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Mesoflavibacter, profundi
516051,4,16,7,13,2,10,13,0,16,15,21,20,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Muricauda, lutaonensis
2698672,2,38,27,129,18,9,24,70,19,104,12,10,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Muricauda, sp. 501str8
2570561,5,10,28,39,11,15,21,0,21,116,21,6,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Psychroserpens, sp. NJDZ02
1850246,5,16,17,71,25,23,14,19,6,35,11,18,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Urechidicola, croceus
1170699,5,17,9,23,2,7,15,30,24,7,16,9,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Galbibacter, sp. BG1
762954,4,21,13,19,3,1,15,0,5,2,20,10,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Siansivirga, zeaxanthinifaciens
343403,4,10,6,32,6,1,23,0,4,40,8,13,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Costertonia, aggregata
1761453,4,27,18,10,4,2,27,5,5,12,16,17,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Euzebyella, marina
2057808,2,8,12,11,14,11,5,0,2,21,3,19,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Lacinutrix, sp. Bg11-31
1486034,1,24,6,11,8,3,14,1,8,65,16,8,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Lacinutrix, venerupis
2069432,3,25,4,64,12,7,22,6,28,13,8,17,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Tamlana, sp. UJ94
1803846,3,15,18,25,11,11,22,24,24,10,6,44,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavivirga, eckloniae
1622118,3,8,11,28,12,18,15,3,9,42,20,36,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Lutibacter, profundi
1936081,2,22,13,35,1,16,25,3,66,49,12,7,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Seonamhaeicola, sp. S2-3
616991,2,27,16,20,18,5,22,3,21,16,11,19,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Arenibacter, algicola
2767188,1,46,7,135,7,16,65,2,12,22,11,14,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Amniculibacterium, sp. G2-70
2049305,1,13,28,31,27,4,18,1,6,29,4,22,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Changchengzhania, lutea
2562285,1,7,12,38,6,14,16,2,4,14,7,10,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Altibacter, sp. ALE3EI
1453352,1,12,5,39,7,5,13,0,2,11,2,5,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Sediminicola, sp. YIK13
2094025,1,22,13,47,9,3,7,2,0,15,1,1,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Aureitalea, sp. RR4-38
63186,1,19,24,80,9,20,34,10,10,55,18,6,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Zobellia, galactanivorans
57029,1,15,1,6,8,6,11,1,4,28,20,13,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Psychroflexus, torquis
2724619,47,35,16,41,31,18,36,3,34,69,42,113,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Chryseobacterium, sp. NEB161
1932669,24,11,25,38,26,38,45,11,25,126,10,88,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Chryseobacterium, sp. JV274
2038776,9,13,6,16,20,7,16,1,38,36,38,26,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Chryseobacterium, sp. 7-3A
878220,8,12,9,99,32,11,9,11,59,68,64,11,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Chryseobacterium, sp. StRB126
1721091,7,5,53,77,8,11,13,3,11,104,14,12,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Chryseobacterium, sp. IHB B 17019
2487065,7,12,29,23,24,28,12,5,14,30,11,10,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Chryseobacterium, sp. G0201
1871047,6,42,22,61,9,16,27,28,13,62,33,39,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Chryseobacterium, sp.
2547600,5,20,10,30,6,6,11,28,0,16,15,8,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Chryseobacterium, sp. NBC 122
2478663,5,13,28,67,9,21,24,1,6,33,23,36,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Chryseobacterium, sp. 3008163
2015076,4,15,32,36,16,10,57,3,43,147,30,22,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Chryseobacterium, sp. T16E-39
2487063,7,13,4,44,8,16,26,35,6,11,41,5,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Chryseobacterium, sp. G0162
2758037,2,20,16,63,0,0,24,0,4,10,8,15,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Chryseobacterium, sp. cx-624
2713414,2,26,33,89,3,2,22,17,34,16,9,91,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Chryseobacterium, sp. POL2
2039166,1,33,11,41,17,3,18,4,3,17,23,20,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Chryseobacterium, sp. 6424
253,47,33,80,230,102,48,66,51,39,128,72,191,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Chryseobacterium, indologenes
250,36,43,65,113,16,53,49,5,65,57,70,55,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Chryseobacterium, gleum
1493872,27,19,38,27,10,70,38,7,8,56,37,23,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Chryseobacterium, shandongense
1265445,14,29,8,26,4,16,26,16,19,69,29,29,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Chryseobacterium, camelliae
1124835,17,29,23,94,53,31,36,2,34,60,27,51,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Chryseobacterium, carnipullorum
246,16,11,27,48,6,7,25,0,4,47,6,31,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Chryseobacterium, balustinum
1324352,12,31,47,72,35,38,34,3,18,121,52,42,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Chryseobacterium, gallinarum
1685010,12,14,14,25,31,35,33,13,27,76,39,47,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Chryseobacterium, glaciei
651561,10,21,11,61,29,11,19,5,22,20,13,12,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Chryseobacterium, arthrosphaerae
1141221,7,8,20,42,12,11,14,0,14,48,9,41,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Chryseobacterium, taihuense
2497456,5,16,40,20,38,25,45,19,36,111,25,62,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Chryseobacterium, aureum
1241978,8,47,50,48,42,20,26,3,22,103,21,55,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Chryseobacterium, bernardetii
2754694,7,14,0,22,3,8,10,0,15,49,4,14,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Chryseobacterium, manosquense
1241982,9,6,9,12,20,24,25,1,20,24,8,43,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Chryseobacterium, nakagawai
112234,4,30,18,33,5,24,18,2,9,67,22,34,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Chryseobacterium, joostei
558152,2,27,12,47,23,42,31,9,6,40,19,7,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Chryseobacterium, piperi
421525,20,63,46,28,3,15,17,0,7,16,4,19,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Kaistella, Chryseobacterium haifense
266749,7,2,11,12,8,9,18,3,20,71,41,41,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Kaistella, Chryseobacterium jeonii
266748,5,8,14,13,2,3,8,1,22,7,29,4,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Kaistella, Chryseobacterium antarcticum
2487074,2,10,19,13,7,8,21,2,3,11,21,10,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Kaistella, daneshvariae
1241979,1,19,5,15,5,18,29,253,5,15,17,23,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Kaistella, Chryseobacterium carnis
1241981,10,26,25,65,19,13,32,3,25,41,44,91,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Epilithonimonas, Chryseobacterium lactis
2487072,6,14,11,27,37,7,44,75,62,14,49,6,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Epilithonimonas, vandammei
536441,8,22,15,61,7,154,29,17,31,52,14,26,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Planobacterium, Chryseobacterium taklimakanense
28251,73,38,34,342,6,834,76,46,19,91,17,59,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Ornithobacterium, rhinotracheale
247,28,26,62,77,16,32,27,6,60,129,27,48,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Empedobacter, brevis
343874,22,7,22,102,1,18,36,9,35,27,25,52,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Empedobacter, falsenii
1628248,6,23,9,10,4,12,17,2,4,43,20,6,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Empedobacter, stercoris
172045,25,27,30,40,21,36,50,10,49,93,46,95,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Elizabethkingia, miricola
1117645,6,58,63,169,18,94,48,38,48,150,70,31,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Elizabethkingia, anophelis
1756149,9,0,26,17,9,0,16,0,17,23,36,11,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Elizabethkingia, bruuniana
2583851,1,9,7,57,3,2,24,17,8,20,16,2,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Elizabethkingia, sp. JS20170427COW
2575699,1,1,2,40,21,2,4,0,23,17,41,8,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Elizabethkingia, sp. 2-6
238,2,16,23,44,27,34,42,79,34,109,40,34,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Elizabethkingia, meningoseptica
1756150,1,12,29,45,2,4,22,3,6,28,13,30,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Elizabethkingia, ursingii
2500547,15,10,31,54,14,26,29,5,22,60,7,14,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Apibacter, raozihei
2656760,1,28,1,36,0,4,12,0,5,17,0,4,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Apibacter, sp. B3706
34085,7,32,11,32,24,110,38,11,39,184,16,19,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Riemerella, anatipestifer
1014,3,7,2,17,2,21,17,1,7,6,20,3,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Weeksella, virosa
1585976,2,6,27,17,1,4,10,1,3,7,19,6,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Bergeyella, cardium
1118202,1,32,12,34,7,36,40,30,12,62,7,10,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Weeksellaceae, Cruoricaptor, ignavus
1653831,37,92,73,131,47,54,90,30,115,273,90,107,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Blattabacteriaceae, Blattabacterium, cuenoti
39768,4,3,0,15,0,2,0,0,0,2,8,0,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Blattabacteriaceae, Blattabacterium, sp. (Mastotermes darwiniensis)
1186051,1,0,0,1,0,2,0,2,0,0,1,2,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Blattabacteriaceae, Blattabacterium, sp. (Blaberus giganteus)
191579,12,33,10,33,25,11,31,38,11,34,24,16,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Crocinitomicaceae, Fluviicola, taffensis
1415657,3,4,2,3,1,1,1,0,0,1,2,5,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Schleiferiaceae, Candidatus Walczuchella, monophlebidarum
336810,2,5,6,2,2,6,1,1,4,8,7,7,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Schleiferiaceae, Candidatus Sulcia, muelleri
2520506,14,11,16,92,65,7,35,18,3,37,14,13,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Spirosoma, sp. KCTC 42546
2666025,9,20,27,76,13,2,30,5,17,70,24,24,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Spirosoma, sp. I-24
2710596,7,18,18,39,14,11,18,8,20,20,32,22,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Spirosoma, sp. PL0136
2745947,4,37,11,45,5,14,33,1,16,8,23,15,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Spirosoma, sp. KUDC1026
2692134,3,49,10,73,10,11,40,2,66,40,23,53,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Spirosoma, sp. BT328
2728024,2,84,14,27,16,29,56,2,18,17,8,33,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Spirosoma, sp. CJU-R4
1211326,15,30,10,28,12,15,13,6,31,17,15,8,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Spirosoma, aerolatum
1178516,5,44,34,26,11,19,44,3,11,11,6,36,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Spirosoma, montaniterrae
2057025,4,21,23,86,16,38,29,6,23,72,16,9,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Spirosoma, pollinicola
1379870,3,33,13,81,25,14,38,104,57,19,26,24,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Spirosoma, radiotolerans
564064,1,29,18,57,8,13,31,7,10,20,18,19,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Spirosoma, rigui
1834519,36,65,33,75,22,12,55,26,11,36,40,23,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Fibrella, sp. ES10-3-2-2
651143,7,79,12,44,12,15,55,6,13,47,33,17,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Fibrella, aestuarina
998844,35,12,2,78,7,8,14,4,14,9,14,19,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Allopseudarcicella, aquatilis
106,19,38,56,119,16,30,71,51,18,74,45,35,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Runella, slithyformis
2259595,6,17,4,48,15,7,29,54,60,27,8,21,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Runella, sp. HYN0085
2268026,1,36,23,24,3,4,49,16,13,23,19,8,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Runella, sp. SP2
985,15,30,39,68,22,19,17,6,9,66,16,47,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Cytophaga, hutchinsonii
316068,8,17,16,56,16,20,41,21,34,133,7,43,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Leadbetterella, byssophila
2704465,7,42,45,123,25,6,68,18,40,72,52,12,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Rhodocytophaga, sp. 172606-1
1784714,4,20,21,8,9,16,12,16,11,12,14,20,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Arcticibacterium, luteifluviistationis
94254,3,99,72,96,11,32,85,25,21,26,44,40,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Dyadobacter, fermentans
1356852,25,34,22,76,6,31,45,12,22,56,21,17,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Hymenobacteraceae, Hymenobacter, sp. APR13
2675878,20,26,34,27,13,14,20,0,11,8,23,17,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Hymenobacteraceae, Hymenobacter, sp. BRD128
2714932,14,70,31,39,3,20,34,0,0,11,31,16,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Hymenobacteraceae, Hymenobacter, sp. HDW8
1484116,6,48,7,12,12,19,44,2,16,22,17,12,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Hymenobacteraceae, Hymenobacter, sp. PAMC 26554
2675877,4,47,9,39,23,18,13,6,7,14,11,9,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Hymenobacteraceae, Hymenobacter, sp. BRD67
2584940,3,54,33,83,19,21,40,42,63,21,4,50,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Hymenobacteraceae, Hymenobacter, sp. DG01
1484118,3,86,9,18,14,32,48,7,30,20,31,24,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Hymenobacteraceae, Hymenobacter, sp. PAMC 26628
2761579,2,39,13,38,9,20,21,6,12,5,13,12,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Hymenobacteraceae, Hymenobacter, sp. S2-20-2
2735321,2,30,12,74,13,30,34,19,8,44,12,30,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Hymenobacteraceae, Hymenobacter, sp. TS19
2697562,2,46,1,40,9,27,61,2,16,8,16,15,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Hymenobacteraceae, Hymenobacter, sp. BT182
1385664,2,27,0,106,11,8,19,4,10,16,18,10,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Hymenobacteraceae, Hymenobacter, sp. DG25B
2596915,1,63,9,95,9,38,17,21,18,29,15,16,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Hymenobacteraceae, Hymenobacter, sp. NBH84
2319843,17,67,34,4,6,40,39,5,10,14,11,29,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Hymenobacteraceae, Hymenobacter, oligotrophus
1446467,3,26,12,29,10,15,29,9,15,10,11,8,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Hymenobacteraceae, Hymenobacter, swuensis
2502781,2,69,24,64,27,25,49,13,17,19,18,24,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Hymenobacteraceae, Hymenobacter, jejuensis
1850093,2,74,10,29,24,16,67,6,30,49,27,19,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Hymenobacteraceae, Hymenobacter, nivis
1385715,2,63,9,57,16,10,78,3,6,27,21,15,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Hymenobacteraceae, Hymenobacter, qilianensis
2615203,1,57,9,129,9,45,67,3,40,26,1,11,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Hymenobacteraceae, Hymenobacter, baengnokdamensis
1411621,1,62,28,70,22,130,56,63,40,19,49,27,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Hymenobacteraceae, Hymenobacter, sedentarius
2571030,30,41,37,82,77,29,69,56,37,75,49,124,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Hymenobacteraceae, Pontibacter, sp. SGAir0037
400092,4,20,25,49,21,19,42,16,10,54,21,32,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Hymenobacteraceae, Pontibacter, korlensis
