# Pathway	G45057_Abundance	G45068_Abundance	G45071_Abundance	G45075_Abundance	G45092_Abundance	G45099_Abundance	G45108_Abundance	G45117_Abundance	G45123_Abundance	G45226_Abundance	G45227_Abundance	G45250_Abundance
ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation	0	0	0	0	0	0	0	0	0	0	2.57368	0
ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	2.11209	0
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis	250.205	219.312	150.941	160.709	140.544	105.258	157.05	251.939	193.859	117.542	101.445	152.967
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_caccae	0	16.6469	6.70271	0	12.742	0	0.807143	0	0	8.7039	9.92878	0
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_cellulosilyticus	9.52309	0	0	0	0	12.8282	19.8234	0	0	0	0	0
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_clarus	0	0	0	0	0	0	0	0	0	6.37791	0	0
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_faecis	0	0	20.8404	20.8753	0	0	8.84269	0	0	0	0	0
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_finegoldii	0	0	0	0	0	0	0	59.0034	0	0	0	0
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_fragilis	26.7665	0.355098	6.5311	0.68449	1.3733	2.28101	1.50651	0	0	5.6514	0	6.03339
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	138.619	31.9268	47.8403	17.1931	70.4396	7.71539	12.3869	0	0	18.9007	12.7717	9.75137
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_salyersiae	0	0	0	0	0	0	10.1629	0	0	5.48557	0	0
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_stercoris	0	19.5639	0	0	0	0	0	0	0	0	0	0
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	2.73738	0	0	4.18849	0	0	0	0	6.45474	1.94965	0
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	0	52.4122	14.1181	53.4691	0	37.7842	30.5246	119.57	124.707	13.2532	28.9022	57.6981
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_xylanisolvens	0	2.7617	0	1.5352	0	0	0	0	0	0	0	0
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|unclassified	0	0	0	0	0	0	0	0	0	1.15883	0	1.60759
ARGORNPROST-PWY: arginine, ornithine and proline interconversion	0	0	0.726542	0	0	2.54467	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	78.319	191.785	112.258	202.979	70.2084	183.754	149.331	172.802	285.319	128.276	313.913	258.296
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Bifidobacterium.s__Bifidobacterium_breve	0	0	0	0	0	0	0	0	0	1.86176	1.82047	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Bifidobacterium.s__Bifidobacterium_longum	0	5.77397	4.60844	15.5558	1.49625	21.2353	7.70589	4.14527	0	8.14975	21.627	4.61966
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Blautia.s__Ruminococcus_torques	0	2.88444	0	9.80525	2.013	0	2.44564	0	0	0	1.03604	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	0	0	0	0	0.695295	0.259679	0	0	3.07109	0	1.63967	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Coprococcus.s__Coprococcus_catus	0	2.73353	0	1.08221	0	0	0	0	0	0	2.34868	1.83728
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Escherichia.s__Escherichia_coli	0	2.03196	0	0	0	0	0	27.5923	6.32968	0	4.95186	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Eubacterium.s__Eubacterium_siraeum	0	1.11255	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Lactococcus.s__Lactococcus_lactis	1.82899	0	0	0	0	0	0.560929	0	0	0	11.6751	7.92499
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Parasutterella.s__Parasutterella_excrementihominis	1.41696	3.02815	0	0	0	0	0	0	0	0	1.13609	0.638207
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Raoultella.s__Raoultella_ornithinolytica	0	0	0	0	0	0	0	0	0	0	1.23704	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Veillonella.s__Veillonella_dispar	1.2878	0	0	0.476442	0	0	0	0	1.40903	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Veillonella.s__Veillonella_parvula	1.11147	0	0	0.905521	0	0.468593	0	0.673531	1.03588	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|unclassified	0	0	0	0	0	5.58762	0	0	2.65764	18.3184	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	32.9846	95.4827	48.3217	108.718	30.1079	86.892	69.5872	130.017	164.05	54.5151	183.248	131.58
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Bifidobacterium.s__Bifidobacterium_breve	0	0	0	0	0	0	0	0	0	1.98216	1.64764	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Bifidobacterium.s__Bifidobacterium_longum	0	5.66303	5.03592	15.6596	1.89523	20.9633	8.36717	4.45056	0	7.91798	21.6689	4.18468
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Blautia.s__Ruminococcus_torques	0	2.11028	0	9.27896	1.53963	0	1.91655	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	0	0	0	0	0.66819	0.299664	0	0	3.03915	0	1.6982	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Coprococcus.s__Coprococcus_catus	0	2.59006	0	1.03611	0	0	0	0	0	0	1.78109	1.91847
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Escherichia.s__Escherichia_coli	0	2.11551	0	0	0	0	0	27.0798	6.09674	0	4.63072	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Eubacterium.s__Eubacterium_siraeum	0	1.27453	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Lactococcus.s__Lactococcus_lactis	1.51601	0	0	0	0	0	0.597499	0	0	0	11.4346	8.00972
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Parasutterella.s__Parasutterella_excrementihominis	1.41963	2.91916	0	0	0	0	0	0	0	0	1.17827	0.604441
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|unclassified	0	0	0	0	0	0	0	0	0	7.07707	0	0
ARO-PWY: chorismate biosynthesis I	364.592	453.69	467.867	438.573	328.366	392.771	442.969	243.397	526.229	640.859	533.947	635.566
ARO-PWY: chorismate biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	0	4.09496	0	0.801937	0	31.7708	0	0	0	0	0	0.75929
ARO-PWY: chorismate biosynthesis I|g__Alistipes.s__Alistipes_finegoldii	0	0	0	0	2.95507	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Alistipes.s__Alistipes_sp_HGB5	8.28473	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Anaerostipes.s__Anaerostipes_hadrus	0	1.83806	9.47367	7.0673	0	4.23484	4.37852	1.29584	0	9.64776	10.3544	5.96998
ARO-PWY: chorismate biosynthesis I|g__Blautia.s__Ruminococcus_gnavus	7.64393	0	2.32416	0.964414	0	0.753195	0	2.42846	5.33052	1.60447	5.11564	0.216021
ARO-PWY: chorismate biosynthesis I|g__Blautia.s__Ruminococcus_obeum	0	1.92478	0	0	0	0	1.29592	0	2.26233	0	6.96568	5.06256
ARO-PWY: chorismate biosynthesis I|g__Blautia.s__Ruminococcus_torques	0	2.71034	5.70579	12.4406	3.10693	0	3.82418	0	3.58775	3.29172	1.14002	0.361686
ARO-PWY: chorismate biosynthesis I|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	0	1.61706	0	0	1.01611	0	0	0	3.77468	0	0	0.903801
ARO-PWY: chorismate biosynthesis I|g__Clostridiales_noname.s__Clostridiales_bacterium_1_7_47FAA	0	0	1.41814	0	0.605806	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Clostridium.s__Clostridium_asparagiforme	0	0	0	0	0	1.64906	0	0	0	0	0.716164	0
ARO-PWY: chorismate biosynthesis I|g__Clostridium.s__Clostridium_bolteae	2.33594	0	2.41839	0	0	5.31842	0	0	0	0.534389	0	0
ARO-PWY: chorismate biosynthesis I|g__Clostridium.s__Clostridium_clostridioforme	1.81812	0	2.92096	0.74508	0	2.85881	0	0.96417	0.575211	3.61313	0	0.589572
ARO-PWY: chorismate biosynthesis I|g__Clostridium.s__Clostridium_hathewayi	0	0	1.24909	0	0	2.20476	0	0.449904	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Clostridium.s__Clostridium_sp_KLE_1755	0	0	0	0	0	0	0	2.55166	5.07007	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Clostridium.s__Clostridium_symbiosum	0	0	0	0	0	1.40655	0	0	0	1.76437	0	0
ARO-PWY: chorismate biosynthesis I|g__Dorea.s__Dorea_formicigenerans	0	0.523679	0	0	0	0	0	0	0	0	4.76518	0
ARO-PWY: chorismate biosynthesis I|g__Dorea.s__Dorea_longicatena	0	0	0	3.85902	0	0	1.34151	0	0	0	32.0027	8.03286
ARO-PWY: chorismate biosynthesis I|g__Escherichia.s__Escherichia_coli	0	1.96094	0	0	0	0.521087	0	26.6849	5.97403	0	5.87046	0
ARO-PWY: chorismate biosynthesis I|g__Eubacterium.s__Eubacterium_eligens	0	9.87919	0	7.09833	1.98078	0	2.8729	0	1.23942	13.5468	1.80321	3.1753
ARO-PWY: chorismate biosynthesis I|g__Eubacterium.s__Eubacterium_rectale	0	7.85782	0	7.00033	0	0	59.1319	0	21.1562	0	0.495592	164.88
ARO-PWY: chorismate biosynthesis I|g__Eubacterium.s__Eubacterium_siraeum	0	2.32104	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Eubacterium.s__Eubacterium_ventriosum	0	0	0	0	0.756752	0	0.931116	0	0	0	1.47602	0
ARO-PWY: chorismate biosynthesis I|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	1.61067	0	0	0	0	0	12.9096	1.19565	0.435389	0
ARO-PWY: chorismate biosynthesis I|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA	0	1.0245	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_2_1_58FAA	0	0	0	0	0	0.958908	0	0.903693	0	1.52836	0	0.224481
ARO-PWY: chorismate biosynthesis I|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_46FAA	0	0.822499	0	0	0	0	0	0	3.69146	3.52949	0.647493	0
ARO-PWY: chorismate biosynthesis I|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_57FAA_CT1	0	0	0	0	0	0	0	0	3.15704	1.13273	0	0
ARO-PWY: chorismate biosynthesis I|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_57FAA	0	0	0	0	0	0	0	0	0	0.818209	0	0
ARO-PWY: chorismate biosynthesis I|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	0	1.7235	8.23018	9.52558	4.43658	6.36912	4.19859	1.88939	20.9964	9.319	14.1241	7.96096
ARO-PWY: chorismate biosynthesis I|g__Lactococcus.s__Lactococcus_lactis	0	0	0	0	0	0	0	0	0	0	9.54281	6.69687
ARO-PWY: chorismate biosynthesis I|g__Parasutterella.s__Parasutterella_excrementihominis	1.61109	3.09997	0	0	1.34252	0	0	0	2.7889	0	0.598756	0.642579
ARO-PWY: chorismate biosynthesis I|g__Peptostreptococcaceae_noname.s__Clostridium_bartlettii	0	0	0	0	0	0	0	0	1.52516	0	1.63783	0
ARO-PWY: chorismate biosynthesis I|g__Roseburia.s__Roseburia_hominis	0	0	0	2.74952	0	0	0.723018	0	0.667103	0	0	1.44743
ARO-PWY: chorismate biosynthesis I|g__Roseburia.s__Roseburia_intestinalis	0	1.44807	0	0	1.03597	0	1.42057	0	50.3649	0	0.806236	27.2848
ARO-PWY: chorismate biosynthesis I|g__Roseburia.s__Roseburia_inulinivorans	0	0	0	15.215	0	0	0	0	7.27151	35.3859	0	6.49682
ARO-PWY: chorismate biosynthesis I|g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA	0	3.02137	0	0	12.9192	0	11.5165	0	0	0	12.6227	32.8245
ARO-PWY: chorismate biosynthesis I|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	0	0	0	0	0	0	0	0	1.02948	0
ARO-PWY: chorismate biosynthesis I|g__Streptococcus.s__Streptococcus_salivarius	0	0	0	0.999661	0	0	0	0	1.21064	0	3.3534	1.37657
ARO-PWY: chorismate biosynthesis I|g__Streptococcus.s__Streptococcus_thermophilus	2.27075	0	5.08741	0	0	0	1.43913	0	0	0	0	0.597829
ARO-PWY: chorismate biosynthesis I|unclassified	55.5642	122.509	145.525	64.5415	90.3084	55.3501	71.3464	25.3011	109.041	285.913	133.738	107.818
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	294.81	207.148	293.066	252.624	165.765	226.552	152.421	236.807	250.045	134.47	230.754	200.204
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_faecis	0	0	18.0116	22.4951	0	0	8.68175	0	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_finegoldii	0	0	0	0	0	0	0	60.6455	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	146.685	29.9912	45.0504	21.6059	75.2176	6.66216	13.3382	0	0	16.1467	15.6909	13.9073
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	2.64246	0	0	3.84204	0	0	0	0	5.59456	2.33812	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0.580915	0	2.45273	0	0	0	0	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Escherichia.s__Escherichia_coli	0	3.73758	0.484094	0	0	0.372053	0	49.994	15.08	0	8.24855	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	84.0286	43.0569	155.594	71.304	30.7649	155.709	33.2986	42.6589	117.15	32.6763	51.6784	57.4406
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	1.39136	0	0	0	0	0.243155	12.8604	1.24797	0.41032	0.265955
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Odoribacter.s__Odoribacter_splanchnicus	0	0	2.163	0	0	1.35831	0	0	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Raoultella.s__Raoultella_ornithinolytica	0	0	0	0	0	0	0	0	0	0	1.99401	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Roseburia.s__Roseburia_intestinalis	0	1.4158	0	0	0	0	0.623112	0	29.5073	0	0.74137	20.7904
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|unclassified	2.85859	10.0067	4.82324	5.10996	10.8254	1.56105	4.87439	2.13875	3.1662	0	16.5736	19.3664
AST-PWY: L-arginine degradation II (AST pathway)	0	1.18692	0	0	0	0	0	19.0805	4.86548	0	4.84782	0
AST-PWY: L-arginine degradation II (AST pathway)|g__Escherichia.s__Escherichia_coli	0	1.18692	0	0	0	0	0	17.9421	4.86548	0	4.39745	0
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	5.10732	12.5638	11.0219	10.2538	0	3.62317	5.11942	70.8455	40.2196	6.22346	26.0488	3.61498
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|g__Escherichia.s__Escherichia_coli	0	2.21789	0	0	0	0	0	29.3565	7.78457	0	5.09309	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis	212.256	309.632	389.284	383.306	215.992	405.349	317.236	208.258	398.037	343.892	421.77	405.143
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	0	4.27659	0	1.45374	0	29.6831	0	0	0	0	0	0.68431
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Bifidobacterium.s__Bifidobacterium_breve	0	0	0	0	0.786288	0	0	0	0	2.33929	2.73401	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Bifidobacterium.s__Bifidobacterium_longum	0	7.12605	6.29431	16.1871	0.92646	21.1971	9.99881	3.4829	0	9.73594	20.2843	4.46177
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Blautia.s__Ruminococcus_obeum	0	2.30205	0	0	0	0	0	0	2.53958	0	6.09239	6.77233
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Butyricicoccus.s__Butyricicoccus_pullicaecorum	0	0	0	0	0	0.323711	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Clostridium.s__Clostridium_asparagiforme	0	0	0	0	0	0	0	0	0	0	0.525402	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Clostridium.s__Clostridium_leptum	0	0	0	0	0	2.31632	0	0	0	0	10.9542	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Coprococcus.s__Coprococcus_catus	0	2.173	0	1.69447	0	0	0	0	0	0	1.8807	3.26833
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Coprococcus.s__Coprococcus_eutactus	0	20.1871	0	0	1.45202	0	0	0	0.485906	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Coprococcus.s__Coprococcus_sp_ART55_1	0	0	0	0	0	0	0	0	0	0	0	17.1014
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Escherichia.s__Escherichia_coli	0	0.77048	0	0	0	0	0	10.9988	1.57139	0	1.59317	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Eubacterium.s__Eubacterium_siraeum	0	1.44536	0	0	0	0	0.863951	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	90.5654	64.9698	175.269	119.45	59.139	171.32	57.0898	52.213	140.296	40.4463	111.133	101.999
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Lactococcus.s__Lactococcus_lactis	0.717578	1.13838	0	0	0	0	0.615174	0	0	0	8.46936	7.63658
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Lactococcus.s__Lactococcus_raffinolactis	0	0	0	0	0	0	0	0	0.325278	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Odoribacter.s__Odoribacter_splanchnicus	0	0	1.58441	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Pseudoflavonifractor.s__Pseudoflavonifractor_capillosus	0	0	0	0	0	2.03094	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	0	0	0.201261	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	0	0	0	0	0.30595	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	0	0	0	0	0	0	0	0	0.802819	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Subdoligranulum.s__Subdoligranulum_sp_4_3_54A2FAA	0	0	0	0	0	0	0	0	0	0	0.814833	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|unclassified	24.5505	76.4527	66.738	23.8187	26.1608	39.6311	84.7644	13.9532	67.4343	82.7105	77.4549	62.6037
CALVIN-PWY: Calvin-Benson-Bassham cycle	334.562	379.262	482.404	376.679	281.281	469.117	346.123	245.865	472.674	544.019	404.299	451.778
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Anaerostipes.s__Anaerostipes_hadrus	0	1.90719	10.71	4.24052	0	2.95098	6.36618	0.595861	0	4.3142	6.42353	3.40383
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Blautia.s__Ruminococcus_torques	0	3.36737	0	0	0	0	0	0	0	0	1.48131	1.67902
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Clostridium.s__Clostridium_asparagiforme	0	0	2.45093	0	0.430836	1.59515	0	0	0	0	1.04254	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Coprococcus.s__Coprococcus_catus	0	1.98484	0	0	0	0	0	0	0	0	2.46368	3.53172
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	3.25415	0	0	3.19134	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	82.1346	22.7687	161.821	77.6934	35.0515	175.92	35.6317	46.4122	128.748	41.0647	40.2926	64.2299
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	0	3.30841	11.5427	11.2993	3.25022	9.52169	5.03877	3.67576	20.0922	14.3039	22.1258	8.96269
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Lactococcus.s__Lactococcus_lactis	1.29851	0.384726	0	0	0	0	0.770829	0	0	0	7.1964	5.18949
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Odoribacter.s__Odoribacter_splanchnicus	0	0	1.76047	0	0	1.02458	0	0	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Peptostreptococcaceae_noname.s__Clostridium_bartlettii	0	0	0	0	0	0	0	0.899143	1.42266	0	1.52856	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Ruminococcus.s__Ruminococcus_bromii	0	0	21.3777	0	0	30.7409	0	0	0	88.2156	0	27.3632
CALVIN-PWY: Calvin-Benson-Bassham cycle|unclassified	31.2435	68.2849	76.671	36.0203	45.1629	39.9169	66.3791	14.8225	68.5635	113.358	68.2134	62.0353
CENTFERM-PWY: pyruvate fermentation to butanoate	0	0	2.02306	0	3.9883	2.96402	0	0	0.859986	1.65138	2.15765	0
CENTFERM-PWY: pyruvate fermentation to butanoate|unclassified	0	0	0	0	3.42056	0	0	0	0	1.2877	1.62317	0
CITRULBIO-PWY: L-citrulline biosynthesis	108.664	22.2388	15.7638	21.2594	49.7883	45.1476	79.5622	56.3188	16.0635	32.4207	38.9384	17.9605
CITRULBIO-PWY: L-citrulline biosynthesis|unclassified	0	0	0	0	0	0	4.05043	0	0	0	0	4.81085
COA-PWY-1: coenzyme A biosynthesis II (mammalian)	502.115	519.832	537.425	555.31	494.604	497.43	532.936	450.988	513.091	656.7	535.215	566.753
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	0	0.526889	0	0	0	0	0	0	0	0	1.72614	0.416519
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Akkermansia.s__Akkermansia_muciniphila	0	4.27003	0	1.69167	0	31.502	0	0	0	0	0	0.61623
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Alistipes.s__Alistipes_finegoldii	0	0	0	0	2.33163	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Alistipes.s__Alistipes_putredinis	0	13.9526	0	0	9.19341	5.50112	32.8574	0	0	3.52904	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Anaerostipes.s__Anaerostipes_hadrus	0	1.09769	7.22939	5.4913	0	5.28469	1.47897	1.23351	0	6.85035	10.5285	4.50356
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Anaerotruncus.s__Anaerotruncus_colihominis	0	0	0	0	0	0	0	0	0.293445	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_caccae	0	16.5094	7.59944	0	14.3609	0	1.30941	0	0	7.92094	10.6217	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_cellulosilyticus	11.2917	0	0	0	0	11.3331	16.8155	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_dorei	93.8748	25.3575	42.3179	0	1.30125	21.416	71.5912	0	0	36.5689	34.8238	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_faecis	0	0	21.5025	20.5871	0	0	12.5302	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_finegoldii	0	0	0	0	0	0	0	57.2978	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_fragilis	19.8454	0	2.0781	0	0	3.45451	0.572032	0	0	4.78307	0	3.79154
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_ovatus	145.908	26.8556	39.9843	21.3133	69.3206	8.1842	12.8469	0	0	5.51742	9.66942	8.07725
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_salyersiae	0	0	0	0	0	0	3.69372	0	0	3.81346	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	1.60712	0	0	5.50569	0	0	0	0	4.06145	1.65166	0
